model_family,tau,nonlinear_layers,hidden_dim,alpha,lambda,validation_loss,family,initial_fitted_variance,architecture_lambda_zero_fitted_variance,max_lambda_zero_fitted_variance,achieved_r,valid_complexity_reference
linear_activation,0.05,2,4,1.0,0.2987330888578299,0.1257008955996267,linear_activation,1.9268418804951892e-10,1.8334835871769428e-09,0.7189088463783264,2.680231145022226e-10,True
linear_activation,0.05,1,8,1.0,3.667470807015676,0.1258586803965101,linear_activation,0.34742864966392517,0.586049497127533,0.7189088463783264,0.4832721859164472,True
linear_activation,0.05,0,0,1.0,2.0090311238977194,0.1259689368706938,linear_activation,0.5758780241012573,0.7189088463783264,0.7189088463783264,0.8010445649714554,True
linear_activation,0.05,2,4,1.0,0.3650984560060393,0.1262033876267989,linear_activation,1.1745186767608828e-10,1.8334835871769428e-09,0.7189088463783264,1.633751876441358e-10,True
linear_activation,0.05,2,4,1.0,0.2702215594677964,0.1262267572901722,linear_activation,2.384300534785666e-10,1.8334835871769428e-09,0.7189088463783264,3.3165547298480814e-10,True
linear_activation,0.05,0,0,1.0,0.7368062997280775,0.1262633857063054,linear_activation,0.6428024768829346,0.7189088463783264,0.7189088463783264,0.8941362734944831,True
linear_activation,0.05,1,2,1.0,3.317441949813717,0.126383098849034,linear_activation,0.34601080417633057,0.5914097428321838,0.7189088463783264,0.48129996719256124,True
linear_activation,0.05,1,8,1.0,3.317441949813717,0.1271011737071123,linear_activation,0.35995012521743774,0.586049497127533,0.7189088463783264,0.500689520000723,True
linear_activation,0.05,0,0,1.0,2.221007363126434,0.1271036046184603,linear_activation,0.5608924627304077,0.7189088463783264,0.7189088463783264,0.7801996950740505,True
linear_activation,0.05,0,0,1.0,0.4462072918927006,0.1275347405095949,linear_activation,0.5446279644966125,0.7189088463783264,0.7189088463783264,0.7575758279235328,True
linear_activation,0.05,1,8,1.0,2.221007363126434,0.1275643156010996,linear_activation,0.4685657024383545,0.586049497127533,0.7189088463783264,0.6517734547277658,True
linear_activation,0.05,2,8,1.0,0.4462072918927006,0.127631932423391,linear_activation,1.8364405107718085e-08,1.0298867891833652e-06,0.7189088463783264,2.55448311705067e-08,True
linear_activation,0.05,0,0,1.0,0.900492287060531,0.1277705442538884,linear_activation,0.5174846649169922,0.7189088463783264,0.7189088463783264,0.7198195814725938,True
linear_activation,0.05,1,4,1.0,3.317441949813717,0.1280257291185166,linear_activation,0.34488174319267273,0.6089769005775452,0.7189088463783264,0.479729446827781,True
